ComCd,EndDt,CashEqv,AccRec,OthRecIntrDivid,Inventories,OthCurrAss,TotCurrAss,TotalFixAss,IntangAss,TotNCurrAss,TotAss,AccPay,TotCurLia,TotNCurLia,TotLiab,PaidCap,CapResFund,RetainProf,TotShareEquit,TotLiabEquit,TotOpRev,OpRev,TotOpCost,RDExp,OpProf,TotProf,NetProf,NetProfContOper,BasicEPS,NetOpCashFl,NetInvCashFl,NetFinanCashFl,NetProf,FixAssDepr,DeferTaxDecr,InventDecr,BasicEPS,ROE,ROA,EBIT,Opeprfrt,Currt,Qckrt,CashRt,Netprfgrrt,Totassgrrt,ARTrat,Currat,Dbastrt,EqumulDP
C002699,2020/12/31,1185967454,217293631,139954503.3,126688028.4,14581776.09,1757426888,287404214.6,75150686.08,1071601964,2829028852,136581321.2,568032744.8,24521652.15,592554397,909572725,1859002230,-601304880.2,2236474455,2829028852,990470977.7,990470977.7,1008910248,31315939.12,-959881708.2,-941618655.9,-945502494.1,-945502494.1,-1.03,190942288.5,-275078747,58387838.76,-945502494.1,22368327.62,-1325856.64,69092099.46,-1.03,-42.1451,-28.8194,-934569202.6,-96.9116,3.0939,2.8709,208.7851,-3089.7729,-24.2065,3.3604,0.5572,20.9455,1.222
C002699,2021/12/31,273447446.2,250640449,642182844.9,202781703,17444088.7,1432744871,283740245.3,277876190.4,1202548891,2635293762,217870209,586056087,47625851.09,633681938.1,909572725,1879819603,-841727603.7,2001611824,2635293762,1030310406,1030310406,1057801524,34178651.31,-284521867.1,-234258321.5,-237006693.5,-237006693.5,-0.26,69695943.13,-385492715.9,-264508564.2,-237006693.5,21035910.16,-1948170.59,-67188117.55,-0.26,-11.8794,-8.6747,-225418321.5,-27.6152,2.4447,2.0987,46.6589,74.9333,-8.6071,4.4037,0.6459,24.046,1.309
C002707,2019/12/31,993370791.6,664026798,353366489,6662841.11,132213985.2,3152420932,82901128.93,87934968.8,2553726281,5706147213,703577146.9,2585262386,638991109,3224253495,879115016,436964570.1,883916241.2,2481893718,5706147213,12676858043,12621711761,12534382530,,117738606.2,116064137.2,77379918.66,77379918.66,0.08,168160233.4,-172922305.6,45473766.74,77379918.66,28295632.01,-3763312.52,-3962465.28,0.078,2.8485,1.4012,184898916.7,0.9328,1.2194,1.2168,38.4244,56.5543,6.7723,19.8705,4.1698,56.5049,2.354
C002707,2020/12/31,1053033533,193428138.4,200169233.9,4797794.29,171852124.5,1802925088,60568122.42,69549162.26,1554520104,3357445193,608966852.9,2225698467,423863478.1,2649561945,906271789,706579273.7,-598325511.4,707883248,3357445193,1592184189,1561325696,2521264745,,-1850236337,-1841341750,-1654891896,-1654891896,-1.67,177102410.8,-64471648.23,-36668974.13,-1654891896,19718151.39,-178446245.7,1865046.82,-1.673,-175.582,-36.5174,-1765901170,-118.5042,0.81,0.8079,47.3125,-2238.6581,-41.1609,3.6418,0.6426,78.916,2.7873
C002707,2021/12/31,756257947.6,147720862.7,100892324.5,2058753.01,6802867.11,1295513011,26359856.19,14087090.72,1246489667,2542002678,416480499,1954909148,467840404.3,2422749553,906345282,707169336.4,-1062733624,119253125.5,2542002678,714839884.9,684066242.6,1163590049,,-651724278.8,-643548621.2,-534568790.1,-534568790.1,-0.51,-257420895.6,212759084.1,-275713611.3,-534568790.1,15266430.52,-98189975.84,535131.53,-0.512,-142.1459,-18.1227,-574110928.9,-95.2721,0.6627,0.6616,38.7832,67.6977,-26.7113,4.0104,0.4698,95.3087,5.1381
C002739,2019/12/31,2463174683,2298873422,379921953.9,2154478098,798016227.3,9323538260,2850544423,1046409928,17164543068,26488081328,1685617620,9941086908,2408518817,12349605725,2078428288,8094789274,3095393583,14138475603,26488081328,15435362986,15435362986,14246553749,25568261.6,-4515659388,-4554105377,-4721740840,-4721740840,-2.28,1858832300,-1544254731,-42624988.6,-4721740840,518081644.4,-91157163.17,-900109298.8,-2.2751,-34.1855,-19.0406,-4269431992,-29.2553,0.9379,0.7212,24.8892,-320.9341,-14.3478,5.8411,1.7476,46.6233,1.7742
C002739,2020/12/31,4979024135,1841726498,268570059.9,1766733681,1006592645,10612491822,2545801454,954185142,12863568945,23476060767,1650415209,12905773894,288393313,13194167207,2230725120,10838526813,-3572221078,10281893560,23476060767,6295481617,6295481617,8953220486,25058074.59,-6931388401,-6941092499,-6841349489,-6841349489,-3.16,482122394.8,-849523070.5,2890858757,-6841349489,538126504.9,17106481.62,290019621.7,-3.1589,-65.7651,-27.385,-6666349223,-110.101,0.8223,0.6854,38.8328,-44.8904,-11.3889,3.0409,0.6315,56.2026,2.0844
C002739,2021/12/31,4026962369,1847231886,242919699.5,1630465561,843064399.7,9413057624,2493516381,865188987.2,19746525813,29159583437,1702090115,9510419777,10573441600,20083861376,2230725120,10838526813,-4514406773,9075722061,29159583437,12490346328,12490346328,12403610351,27107044.6,77419331.94,72234389.04,116173391.5,116173391.5,0.05,2981031422,-1562852936,-2373743854,116173391.5,1116723799,-141020569.1,109225888.5,0.0477,1.191,0.4414,815210840.4,0.6198,0.9898,0.8183,42.5547,101.6981,-6.1113,6.7717,1.2497,68.8757,3.3416
C002806,2019/12/31,193322379.9,412033861.9,12411066.5,115507200.8,14652219.39,892290045.8,298476393.1,120302417.6,1184617386,2076907431,162955323,401979709.6,301516725.6,703496435.2,176239202,833655798,276320852.7,1373410996,2076907431,706221423.3,706221423.3,677576469.8,31967694.11,46348697.39,45776344.8,37713883.06,37713883.06,0.2,20521289.39,-167528381.7,227324827.5,37713883.06,32481894.37,-762160.08,-1243280.59,0.2,2.4998,1.9549,61352779.09,6.5629,2.2197,1.9324,69.9244,-52.3115,16.581,1.9115,0.9351,33.8723,1.4671
C002806,2020/12/31,213931605.1,233998316.9,3203610.97,93415981.86,93130979.96,749216225.4,346678676.7,113913641.6,1021140477,1770356703,134076270.8,352980647.8,360104295.8,713084943.7,176536180,834193417.8,-42528650.74,1057271759,1770356703,440268108,440268108,558211669.5,49883063.26,-314276435.6,-318691263.2,-304775123,-304775123,-1.73,148822131.9,-103450479.9,-3270870.97,-304775123,36528265.32,-24391652.38,13222404,-1.73,-28.9526,-15.8437,-292699326,-71.383,2.1225,1.8579,79.6045,-908.1245,-14.76,1.3698,0.5364,40.2792,1.5875
C002806,2021/12/31,82111650.88,277685644.4,4198962.36,161391240.7,47821229.09,841086253.6,321090705.2,148509570.4,1072783193,1913869446,160257238.5,427989036.8,246594327.9,674583364.7,191703355,962495272.5,20301259.44,1239286082,1913869446,688113674.6,688113674.6,690249698.4,53697771.21,70121939.95,69826213.61,63580052.85,63580052.85,0.34,28889540.95,-78954355.49,-76705120.49,63580052.85,43428614.46,6543980.54,-72513230.62,0.34,5.0774,3.4515,93802024.68,10.1905,1.9652,1.5881,65.4383,120.8613,7.5164,2.6896,0.8654,35.2471,1.6136
C002813,2019/12/31,99347080.66,233571614.8,131864670.5,179598874.8,18807635.95,763207211.1,236406999.3,491937.61,340763078.1,1103970289,340410323.8,738830473,60760409.28,799590882.2,120000000,206192840.7,-63890027.62,304379406.9,1103970289,770225996.9,770225996.9,874768114,79913639.53,-296424959.2,-297046487.3,-356215145.5,-356215145.5,-2.93,-242959585.5,91655165.32,173984715.7,-356215145.5,19664904.53,52503790.71,-12076950.74,-2.93,-115.1766,-26.0535,-281144347.7,-38.4855,1.033,0.7899,25.1794,-3163.1608,-31.9342,2.9425,0.7769,72.4287,2.8191
C002813,2020/12/31,39931585.05,64475849.16,7378885.99,63464333.57,5675693.26,243695757,163214463.2,98381.38,296809135.4,540504892.4,55584984.74,130735415.4,27819700.8,158555116.2,120000000,204801929.9,15301202.31,381949776.2,540504892.4,492663142.9,492663142.9,514401643.1,30522101.53,-66279659.7,90935977,78805093.62,78805093.62,0.66,52436362.7,139054793.5,-221779436,78805093.62,20745042.69,,77706873.75,0.6599,20.6932,9.5842,97529784.46,-13.4533,1.864,1.3786,48.4207,122.1229,-51.0399,3.3059,0.9786,29.3346,2.3887
C002813,2021/12/31,79419047.99,58415078.78,3572445.08,38378753.12,5884957.41,299654230.1,147588807.7,1287356.33,289665721.2,589319951.3,57084840.03,174452833.9,28078942.55,202531776.4,120000000,204801929.9,20545317.33,386788174.8,589319951.3,410355964.4,410355964.4,371118950.3,17382526.89,18979288.54,18670735.9,5193942.64,5193942.64,0.04,66473079.41,-32397892.59,1674812.91,5193942.64,24300302.99,,6568933.45,0.0437,1.353,0.9194,20894762.3,4.6251,1.7177,1.4977,94.3005,-93.4091,1.0153,6.6784,1.5105,34.367,1.5225
C002829,2019/12/31,82562321.28,324991827.6,13358690.38,235665393.7,10440294.49,871720897.3,229949094.2,39496082.51,610710857,1482431754,154320662.9,383634314.6,130560370.3,514194685,156954420,393729054.5,332226227.5,968237069.3,1482431754,398731281.5,398731281.5,397048064.4,80870866.92,-141472925.2,16521641.82,14452224.36,11793398.13,0.08,26391698.53,-43069904.34,-57815378.85,14452224.36,17189252.15,419096.59,-32520897.68,0.08,1.3853,0.926,27369867.24,-35.4808,2.2723,1.658,21.9121,-66.8938,-9.5458,1.1101,0.4584,34.6859,1.8151
C002829,2020/12/31,319657625.1,334176644.9,24483930.62,335135843.7,10473345.04,1110491737,177009012.9,38438463.28,625242067.7,1735733805,225564766.7,481369596.3,99786371.03,581155967.3,154685040,381504314.6,434838486.4,1154577838,1735733805,685407527.9,685407527.9,547922298.4,89883887.44,139540801.3,144535644.3,131339533.5,139258313.4,0.7,193384626.9,39947765.61,-8493716.1,131339533.5,18425074.17,-2544712.13,-110638296.2,0.7,10.7771,8.1624,157274157.1,20.3588,2.3069,1.6107,66.4059,808.7842,17.0869,2.0796,0.6916,33.4819,1.7036
C002829,2021/12/31,230953733.5,413394182.9,22092476.36,448531918.6,11590992.56,1332421491,169553846.8,37647726.06,631562645.2,1963984136,259901352.3,694917670.4,73997115.01,768914785.4,154685040,265873368,573414765,1195069351,1963984136,768071936.7,768071936.7,622816057.4,113823001.3,192526650.9,193327790.3,177512273.4,177512273.4,1.04,42703125.05,-62739896.84,-60382584.81,177512273.4,18428988.05,4958012.88,-112785179.2,1.04,14.9567,9.596,198709225.8,25.0662,1.9174,1.2719,52.8503,35.1552,12.9036,2.0548,0.6288,39.1508,1.7648
C002869,2019/12/31,1880152294,752426473.7,34741644.35,623034107.1,79837557.57,3456074306,197818485,34200182.66,480650029.4,3936724336,422020050.2,2034150679,11908052.83,2046058732,120518161,711764737,1070602462,1890665604,3936724336,2860155936,2860155936,1871371742,100683953.9,1019730740,1018185051,872682323.9,872682323.9,7.43,1372033946,46311347.52,51753004.04,872682323.9,13074890.06,-8953840.41,-517842932.8,7.43,46.0023,32.8139,1007871687,35.653,1.699,1.3927,92.9559,5154.0039,184.496,5.4223,1.2699,51.9736,1.8273
C002869,2020/12/31,1464649008,447984243.8,15908464.36,258050592,22583518.92,2305827545,349242961.4,33695566.52,590722173.5,2896549719,145672895,463320461.9,64742270.56,528062732.5,180636097,711173407,1408649983,2368486986,2896549719,1563646033,1563646033,882797287.9,124204674.9,772185529.5,723505810,628953941.1,628618980.1,3.53,-83647556.44,-86774672.78,-264596333.3,628953941.1,12705683.03,-12727630.59,337778149.5,3.53,26.6029,18.4086,692708238,49.3837,4.9767,4.4198,316.1201,-27.9286,-26.4223,2.8147,0.5485,18.2308,1.5991
C002869,2021/12/31,875287524.6,293807669.1,5884119.01,149253050.3,24357062.81,1697229337,272450289.3,47746473.07,960354940.9,2657584278,82830486.87,283501936.4,102924013.4,386425949.8,180148557,702170686,1100195916,2271158328,2657584278,301555088.5,301555088.5,453758373.5,82932771.58,-226553297.7,-231294439.8,-192732466,-192732466,-1.08,-36188644.35,-322642714.1,-208140661.3,-192732466,23704986.42,-30086153.77,10782709.49,-1.08,-8.4861,-6.9401,-251446891,-75.1283,5.9867,5.4602,414.8318,-130.6433,-9.5899,0.813,0.1507,14.5405,1.2058
C002891,2019/12/31,166769750.1,233958538.8,12388213.96,294602676.3,44034825.41,763960166.3,427743374.5,46270302.71,936246653.2,1700206820,202952334.4,575271261.9,178483013.7,753754275.6,170008350,326261203.7,256704321.6,946452543.9,1700206820,1716238573,1716238573,1581510565,22918705.55,109896649.6,118233770.2,89308181.44,89308181.44,0.46,96865083.35,-199402510,163803732.1,89308181.44,45603157.08,-3746505.58,-36425764.1,0.46,9.3613,5.7478,137692803.3,6.4033,1.328,0.8159,28.991,45.1269,20.8093,8.2296,2.4513,44.3331,1.9568
C002891,2020/12/31,289042870.8,274285968.2,3897084.11,549953004.1,50945583.09,1386933339,667800289.4,72427134.72,1115906741,2502840080,248846663.8,619356277,46857050.44,666213327.5,196075132,1131813911,374578584.4,1836626753,2502840080,2232754482,2232754482,2033006196,34608279.46,196370284.1,196435578.6,151419124.7,151419124.7,0.75,16838123.07,-434290055.8,544491198.1,151419124.7,48379665.29,-10127666.61,-266441008.5,0.75,7.8079,7.2052,213825463,8.795,2.2393,1.3514,79.6071,69.5468,47.208,8.7861,2.0761,26.6183,1.6345
C002891,2021/12/31,350856030.3,345354403,4286682.19,516673420.2,37864522.9,1337168993,784292801.4,97600622.05,1678012622,3015181615,348527500.1,868480160.7,200900131.9,1069380293,294112698,1038313260,473643423,1945801323,3015181615,2881552747,2881552747,2725002282,41288460.61,161041225,159432915.2,126485838.1,126485838.1,0.39,212655028.9,-336920354,200705164.6,126485838.1,67910314.59,-25821695.16,44116257.79,0.39,6.3564,4.5845,174029244.5,5.5887,1.5397,0.9447,46.7614,-16.4664,17.5599,9.3007,2.1163,35.4665,1.5734
C002906,2019/12/31,781669616,1081806036,32572851.81,539982793.1,240591112.2,3322248648,957829896.5,83875586.77,1379889248,4702137896,482733988,1185499379,73770757.52,1259270136,473100000,875576274.5,2001774816,3442867760,4702137896,3383409897,3383409897,3289153247,313000219.3,52422442.4,49489062.39,74016609.57,74016609.57,0.16,186567555.8,85416770.45,-23720183.58,74016609.57,113798792.7,-31710537.95,-8733823.74,0.16,2.1648,1.6005,45468652.19,1.5494,2.8024,2.3469,79.7436,310.6728,3.5051,3.054,1.0316,26.7808,1.352
C002906,2020/12/31,693768407,1301625208,20661515.75,686485023.9,25127356.97,3476790570,968688216.6,90192923.59,1517976787,4994767358,682074021.1,1315642515,94891105.4,1410533621,473100000,874709976.8,2132785050,3584233737,4994767358,3374433985,3374433985,3198836873,285792859.2,175066650.2,174769098.4,180130839.2,180130839.2,0.39,135156570.7,-181059322.9,-38063002.1,180130839.2,116948580.2,-18915617.36,-202860390.7,0.39,5.0524,3.7152,166714164.9,5.188,2.6427,2.1209,60.3412,143.3654,6.2233,2.8316,0.9926,28.2402,1.3805
C002906,2021/12/31,936339709.3,1536584261,24240428.25,913721822.4,23318849.52,4016819257,1202477621,155079953,2032014983,6048834240,734488480.6,1920151663,231380620.2,2151532283,474813430,954370906.4,2313006325,3897301957,6048834240,4488269547,4488269547,4238767355,347427229.4,273998716.5,270034699.2,297635041.9,297635041.9,0.62,469051344.7,-395551308.7,141451820.3,297635041.9,130366832.8,-38701376.55,-197580138.6,0.62,7.6995,5.3902,270128633.5,6.1048,2.0919,1.6161,50.5787,65.2327,21.0628,3.1627,1.1979,35.5694,1.4802
C002920,2019/12/31,347629145.2,1487546672,8794137.75,896799172.3,1412915030,4769414295,543957830.5,222957151.7,1578581800,6347996095,1290296717,1751313061,378292608.7,2129605670,550000000,2070045369,1335060781,4218390426,6347996095,5337242510,5337242510,5129597918,637240596.2,252623686,255045818.7,292216640.5,292216640.5,0.53,399130355,-230062734.2,-118091860.8,292216640.5,104505570.2,-34384398.98,-243912788.8,0.53,6.93,4.86,250734470.8,4.7332,2.7233,2.2113,26.8149,-29.7811,11.4245,3.8393,1.1378,33.5477,1.4675
C002920,2020/12/31,611474440.5,1926719398,11744663.46,1100991125,32935633.76,5608910092,493695552.2,317247219.6,1941075596,7549985688,1760563892,2561103356,345901078.8,2907004435,550000000,2070045369,1690297713,4642981253,7549985688,6799061283,6799061283,6302952269,701129643.9,535585647.4,533766402.9,518193072.1,518193072.1,0.94,439346780.9,-67389241.91,-113606313.3,518193072.1,108936146,14745955.01,-243935336.5,0.94,11.1665,7.4571,528847516.5,7.8773,2.19,1.7601,69.0048,77.3318,18.9349,3.9827,1.3102,38.5034,1.5694
C002920,2021/12/31,1162144192,2588292102,14534187.7,2034730414,206301534.7,7669145335,1217807045,280227609.3,2482410218,10151555553,2307939473,4287879343,447223776.1,4735103119,555274000,2344253518,2349136331,5416452434,10151555553,9569434480,9569434480,8720580200,977434890.5,856670182.2,860719846.6,831841864.7,831841864.7,1.51,842949892.5,-772732385.6,464445356.7,831841864.7,165942036,-4696008.37,-967340141.4,1.51,15.6017,9.3985,860436222.3,8.9522,1.7886,1.314,47.9841,60.5274,34.3125,4.2389,1.4414,46.6441,1.7747
C300020,2019/12/31,634221957.4,1466422667,148710357.8,1761337689,2458420.63,4195926818,523299079.6,198384279.9,2118060571,6313987388,802757911.7,2977629712,3490119.9,2981119832,655789086,1598693685,901573317.8,3332867557,6313987388,2079504435,2079504435,1955862663,90176735.4,157372272.7,166259643.4,144901562.9,144901562.9,0.23,-120082248,-293522265.6,370333405.1,144901562.9,24252449.41,38028105.22,-76681221.16,0.23,4.5589,2.3164,237676168.3,7.6774,1.3936,0.8317,20.25,559.5972,5.3387,1.4909,0.4848,48.5493,1.9322
C300020,2020/12/31,699721404.4,1635029403,160485328.7,116629925.3,6981844.32,4492838642,96845820.71,205149583.6,2220740097,6713578739,996307485.7,3204827708,3197964.32,3208025672,655789086,1550397874,1010820616,3505553066,6713578739,2138181930,2138181930,1957771011,71735352.83,174799343.7,174328075.1,151368294.9,151368294.9,0.24,-91492084.57,158643537.1,5606150.49,151368294.9,33690405.44,-306383.87,74006757.08,0.24,4.541,2.2959,246716312.6,8.1751,1.4019,1.3655,22.4297,3.5845,4.0181,1.4017,0.4845,47.7841,1.952
C300020,2021/12/31,425997510.1,1891057204,173134939.2,39601069.7,3899271.13,4488279293,232667128.5,210218932.3,2100840383,6589119676,806470970.6,2869105049,239903940.4,3109008989,655789086,1550967992,1090458798,3480110687,6589119676,1999686204,1999686204,1887779206,106639311.7,84988050.18,107468887.4,95645814.25,95645814.25,0.15,-260368904.1,136432942.7,-155873454.8,95645814.25,34151228.15,-5337327.87,77298068.17,0.15,2.8681,1.438,186981464.2,4.2501,1.5643,1.5505,15.8396,-36.8125,-1.8538,1.1342,0.4453,47.184,1.9213
C300027,2019/12/31,553693031.1,204400782.2,174996132.8,917634706.5,94761691.01,3249691688,901084013.4,36268825.72,7773549437,11023241125,577184781.6,5013923129,994796496.2,6008719625,2787959919,2572419199,-1063585438,5014521500,11023241125,2186398674,2186398674,2879165022,63973507.92,-3803159133,-3752820255,-4023478326,-4023478326,-1.42,90355855.97,704493273,-2432469271,-4023478326,106037057.7,125759448.4,-344837844.7,-1.42,-91.3453,-27.6826,-3487149287,-170.021,0.6493,0.481,11.9678,-310.3965,-41.0167,3.2568,0.4225,54.5179,2.2755
C300027,2020/12/31,643817187,604872342.6,287629342.3,547463021.5,75415285.09,3073836104,803159994.4,27045964.25,6528510200,9602346304,1018483915,4231433516,1743308509,5974742025,2779254919,2489308787,-2204587815,3627604280,9602346304,1499998802,1499998802,1854449284,7488312.85,-1161913228,-1053546541,-1075498989,-1075498989,-0.38,246393539.5,414987334,-706412763.4,-1075498989,94250091.53,6797966.67,120975032.1,-0.38,-34.1135,-10.5274,-799893864.5,-77.4609,0.7264,0.597,15.2151,73.3817,-11.3361,3.707,0.4807,62.2217,2.7512
C300027,2021/12/31,621203992.5,175039342,272737304.6,362538450.4,61666280.73,2075757826,710640868.8,19435075.66,5018466180,7094224006,776283287.8,2901469738,1640349201,4541818939,2774505919,2478144429,-2595182951,2552405067,7094224006,1399063819,1399063819,1808786262,6860299.9,-195290153.3,-202110029.4,-226003549.6,-254063680.6,-0.09,234412233.6,1772498776,-1982533176,-226003549.6,87931562.72,1227920.98,70328159.15,-0.09,-10.5636,-2.7072,12639411.15,-13.9586,0.7154,0.5905,21.41,78.9862,-30.0022,3.5877,0.5435,64.0214,3.2761
C300031,2019/12/31,837291786.9,471499138.4,32584344.75,235400861.3,11212758.3,1941217477,233541559.4,70344852.32,2079063049,4020280527,305630485.4,1139688492,240236351.7,1379924844,396767886,955991019.5,1149573306,2640355683,4020280527,2475616071,2475616071,2161140447,51175558.61,311279270.5,311419831.5,286428426.3,286428426.3,0.79,378539424.5,-135890667.9,13934054.16,286428426.3,33682274.32,-987300.13,-21947982.91,0.7921,11.571,7.8946,328439935.4,12.5738,1.7033,1.4967,76.0407,-0.8912,23.2187,5.3979,1.5046,34.3241,1.4789
C300031,2020/12/31,722128226,521328418.8,80499764.41,261727540.7,17849859.48,1991145732,224862569.9,84651593.44,2775259567,4766405299,309672446.7,1251531500,429462216.5,1680993716,396768226,980593451,1458020277,3085411582,4766405299,2637922427,2637922427,2336338485,72824458.18,521817171.4,520780511.6,441013188.2,441013188.2,1.13,277767132.9,-624662258.5,310004070.9,441013188.2,33262700.81,-1526438.79,-29077893.33,1.1341,14.2689,10.0382,532251096.5,19.7814,1.591,1.3818,69.4251,53.9698,18.559,5.314,1.3416,35.2675,1.5423
C300031,2021/12/31,571317837.8,668919915.3,52597617.4,279370518.8,51966912.41,2078107273,748788854.8,87818666.97,3284992012,5363099285,434871131.4,1389506485,79150848.69,1468657334,411735946,1533647703,1741557834,3894441951,5363099285,2759779257,2759779257,2492422384,134462430,446342609.9,443884929.3,383387100.8,383387100.8,1.05,152358092.6,-324790047.2,69932683.44,383387100.8,45083628.56,-6840745.43,-17642978.11,1.0453,10.5388,7.5697,461094839.8,16.1731,1.4956,1.2945,52.1193,-13.0667,12.4615,4.6373,1.3564,27.3845,1.4723
C300036,2019/12/31,846419190,602959937.8,83459725.14,8547399.92,228363638.9,1792554543,234910073.5,153657412.4,1269439870,3061994413,299870654.7,922977967.9,14849778.62,937827746.5,449537367,837215136.3,792188931,2124166666,3061994413,1735021983,1735021983,1518442233,229290366.7,224288266.8,239989201.7,214027033.3,214027033.3,0.49,220037063,-107717844.5,-33878220.58,214027033.3,19605244.55,-8257453.2,-1071936.54,0.49,10.2952,7.2739,240939326.5,12.9271,1.9421,1.9329,93.1246,37.0189,8.4739,3.1379,1.0206,30.628,1.4483
C300036,2020/12/31,1097911561,624021355.3,77605034.5,326172487.9,25791968.85,2244762817,226059623,152367714.7,1340145211,3584908028,168616610.5,1412482352,27282543.3,1439764895,452435240,888437365.1,746385512.2,2145143133,3584908028,1610047437,1610047437,1356072175,224225421.5,255082503.8,263001171.9,234213299.8,234213299.8,0.52,229598212.2,1287939.01,23606049.69,234213299.8,21689033.7,16637317.92,-39429803.96,0.52,10.9183,7.0473,257217511.5,15.8432,1.5892,1.3583,82.3573,9.4316,10.1131,2.9517,0.7664,40.1618,1.6962
C300036,2021/12/31,1387023947,747139578.8,74452520.87,487299076.2,8829945.1,3371481837,142038845.6,111412831.4,1451450326,4822932163,268136067.8,1620760046,30113506.93,1650873553,489550063,1614003419,992808167.8,3172058610,4822932163,1875094134,1875094134,1522061007,217296644.7,306631107.3,316836975.6,285366624,285366624,0.62,180484231.2,-619720963.5,732332897.5,285366624,20358577.75,-9930772.14,-161126588.4,0.62,9.0539,6.7881,306684083.5,16.3528,2.0802,1.7795,124.9131,21.8405,34.1437,2.735,0.6678,34.2297,1.5807
C300047,2019/12/31,476350307.3,1577124638,57129082.85,1213989144,18344445.26,3942890083,292040542.8,221646356.1,1797544670,5740434753,71330909.53,2424137196,19843122.66,2443980319,637744672,1473541753,919468905.4,3296454433,5740434753,4470792753,4470792753,4326323333,213235820.9,172348049,171716442.1,152722444.4,152722444.4,0.18,-362483065.6,-146931924.7,589473434.8,152722444.4,28487020.06,-4822662.76,-351272199.4,0.18,3.7054,2.9315,238719850.2,3.855,1.6265,1.1257,23.9379,-37.521,22.6869,2.8728,1.2902,42.5748,1.6877
C300047,2020/12/31,370143069.1,1653150244,49860107.31,1741942922,81417472.66,4218278226,303252546.3,245567293.2,1835563482,6053841708,118941248.7,2583359869,15621988.85,2598981858,637744672,1473541753,1034583748,3454859850,6053841708,5254159765,5254159765,5089808354,216850390.5,209519362.7,209330886.4,174815249.9,174815249.9,0.21,23966595.11,-149352587,39602208.59,174815249.9,26702759.58,-5655606.21,-527953778.5,0.21,4.0357,2.9644,271505631.4,3.9877,1.6329,0.9586,16.1109,14.466,5.4596,3.2761,1.2876,42.9311,1.8362
C300047,2021/12/31,369229651.8,1734554488,53991552.35,1654837721,90147999.76,4397961325,292027985.9,278399835.8,1897793895,6295755220,157428921.2,2698149986,69343690.25,2767493676,637744672,1473345522,1047954196,3528261544,6295755220,5614223550,5614223550,5507202933,273751567,103925063.5,103321193.8,81756862.65,81756862.65,0.06,122869577.5,-178807814.6,109773746.2,81756862.65,53121745.89,-7006000.45,87105200.95,0.06,1.2126,1.324,175124676.1,1.8511,1.63,1.0167,17.8667,-53.2324,2.8744,3.3145,1.3032,43.9581,1.8869
C300078,2019/12/31,532074102.6,1057208363,72300824.8,245294442,230185002.8,2255461284,349602866.3,98247156.04,1969155468,4224616752,178137250.4,1011384916,269105511.1,1280490428,859275466,1317085260,646202481.6,2944126324,4224616752,1573993606,1573993606,1399087690,138080781.6,164626871,164885529.7,146241388.7,146241388.7,0.18,4016052.21,-490338557.6,523533047.8,146241388.7,45909674.97,-7675821.14,-768989.68,0.18,5.1041,3.8239,191184168,10.4592,2.2301,1.9875,54.5714,3.7433,23.3791,1.7175,0.8012,30.3102,1.5045
C300078,2020/12/31,608244262.4,1029109000,142131626.2,214303107.2,125995145.4,2363339439,418007505.5,152843489.6,2358982423,4722321862,211559927.9,1129899966,593776580.5,1723676546,869411466,1390490810,682236775,2998645316,4722321862,1471264743,1471264743,1329996880,162253754.2,125418021.6,125293827,106963010.2,106963010.2,0.12,-13707363.29,-459872306.8,386700938.7,106963010.2,58660008.03,-2061212.95,53603499.23,0.11,3.2182,2.1611,141515314.6,7.8256,2.0814,1.8914,54.3891,-33.9866,13.1849,1.5286,0.6413,36.5518,1.5363
C300078,2021/12/31,781443391.3,878207665.5,60187123.91,313659016.2,412857857.2,2605093131,611149943.5,171797786.1,2258437629,4863530761,322682907,1436830327,1222096348,2658926675,866129866,1360433691,-65817956.32,2204604086,4863530761,961549939.6,961549939.6,1341531858,173486984.9,-752069761.1,-767904498.4,-733573419.7,-733573419.7,-0.87,134041273.6,-412106842.4,629595896.7,-733573419.7,75177722.85,-39055786.35,-119527216.6,-0.87,-33.3452,-15.3255,-693448184.3,-78.2143,1.8131,1.5948,55.0689,-859.8728,3.2663,1.0169,0.3883,54.6707,1.8713
C300085,2019/12/31,282192104.7,406195706.5,47794136.39,100871875,161140756.9,1249563941,17315049.28,55483496.17,845337092.8,2094901033,58497226.9,712201293.9,8231583.38,720432877.3,706640535,389366482.1,228084840.9,1374468156,2094901033,1181006554,1181006554,1150891123,68812204.3,4877809.42,4400991.59,7401599.02,7401599.02,0.01,-53425673.79,2597095.1,-55807268.82,7401599.02,4176264.78,-13565084.88,25800462.99,0.007,0.3634,0.3484,20581557.82,0.413,1.7545,1.6129,48.0471,-65.85,-2.668,2.9957,0.924,34.3898,1.5717
C300085,2020/12/31,562391953.6,361533980.5,42511292.48,118914300.6,49134821.34,1275704390,16037501.36,52423206.37,830447992.3,2106152383,63447422.64,705198140.8,9629110.28,714827251.1,706640535,380384170.4,247849106.5,1391325132,2106152383,1390460208,1390460208,1356832237,74028411.51,30254328.7,30274855.96,35500569.24,35500569.24,0.03,144663486.5,140648488.3,-102591392.6,35500569.24,4389593.99,8469411.49,-18987465.47,0.0295,1.5275,1.6901,45185030.14,2.1759,1.809,1.6404,79.7495,379.6338,0.5371,3.6223,1.1012,33.94,1.5453
