ComCd,EndDt,CashEqv,AccRec,OthRecIntrDivid,Inventories,OthCurrAss,TotCurrAss,TotalFixAss,IntangAss,TotNCurrAss,TotAss,AccPay,TotCurLia,TotNCurLia,TotLiab,PaidCap,CapResFund,RetainProf,TotShareEquit,TotLiabEquit,TotOpRev,OpRev,TotOpCost,RDExp,OpProf,TotProf,NetProf,NetProfContOper,BasicEPS,NetOpCashFl,NetInvCashFl,NetFinanCashFl,NetProf,FixAssDepr,DeferTaxDecr,InventDecr,BasicEPS,ROE,ROA,EBIT,Opeprfrt,Currt,Qckrt,CashRt,Netprfgrrt,Totassgrrt,ARTrat,Currat,Dbastrt,EqumulDP
C300253,2020/12/31,988804969.8,584710116.1,141782331.8,128263118.6,47450460.98,3235331436,464739931,340747854,2821816422,6057147858,394442430.4,1229265386,113642707.3,1342908093,2138100171,485536527.5,1766788055,4714239765,6057147858,2266579784,2266579784,1766674375,229446957.3,551671637.9,546157812,505525395.3,505525395.3,0.23,390350578.2,-86081202.99,-43672058.75,505525395.3,18518223.7,-31324116.51,70956291.93,0.2311,10.8601,9.0466,551444526.4,24.3394,2.6319,2.5276,81.0529,27.7961,18.1107,3.8946,0.7748,22.1706,1.3537
C300253,2021/12/31,1600546248,707647780.9,151349350.7,133088231,39408392.33,4174886185,501981222.1,584263638.3,3321410541,7496296726,495120051.6,1273777160,1049114470,2322891630,2146424543,572216690.7,2061671196,5173405096,7496296726,2750202059,2750202059,2378893192,255668046.2,374661989.5,373168143.5,353734286.6,353734286.6,0.18,368064166.3,-342740562.4,575727625.8,353734286.6,19862269.76,-21906772.67,-4813727.74,0.1765,7.4153,5.2198,408052429.9,13.6231,3.2776,3.1731,127.1253,-30.0264,23.471,4.2561,0.7423,30.9872,1.4101
C300271,2019/12/31,2356598426,1103020902,278672774.4,720285271.8,3231757.79,4481581863,257598303.8,371703001.5,2828394449,7309976312,506531938.9,1294526511,20369396.53,1314895908,809390723,2937323945,2199315335,5995080404,7309976312,3510147949,3510147949,2973523912,348928564.4,635833361.5,623280681.8,581947422.6,582936549,0.74,473107685.5,-752971804.8,928173467.5,581947422.6,24511333.57,-21306751.57,-50975908.88,0.74,9.7763,8.8571,604174727.4,18.1141,3.4619,2.9055,182.3048,19.0668,25.4158,3.4664,0.9095,17.9877,1.2903
C300271,2020/12/31,3066912025,1397834882,262125807.7,1802640358,19514538.2,6723155789,254633812.5,305256944.1,3074284465,9797440254,769470192.7,3138457172,15923462.54,3154380635,816285073,3226689509,2317412892,6643059619,9797440254,3355844227,3355844227,3128356592,384213606.8,281158260.7,278064058.9,294067889,294067889,0.36,658929883.8,56713788.8,326179432,294067889,23148827.65,-57684939.27,-948445051,0.36,4.5346,3.4379,248095864.3,8.3782,2.1422,1.5678,97.8826,-49.4683,32.8403,2.8345,0.5955,32.196,1.3941
C300271,2021/12/31,2510075098,1891668958,201230589.8,1133285252,8689948.08,5911863679,235567663.1,694919923.4,3036640155,8948503834,935096071.4,2061979550,21209276.2,2083188826,829070973,3362232778,2582534496,6865315008,8948503834,5751842981,5751842981,5347311458,428362614.8,344942676.1,338768427.3,290149753.9,290149753.9,0.36,-219201032.9,-198333579.4,-129403418.8,290149753.9,25511147.4,-18697258.57,717971578.9,0.36,4.4069,3.0956,308815391.9,5.9971,2.8671,2.3175,122.0914,-1.3324,-9.6658,3.4971,0.9105,23.2797,1.4341
C300274,2019/12/31,4456955068,6671828451,559509956.9,3339367239,188758631.2,18429304933,2935746232,108135505.1,4389823329,22819128262,5857566975,12192885032,1871432042,14064317074,1457086850,3243323818,3595757623,8754811188,22819128262,13003331784,13003331784,11864956443,635873987.3,1047816873,1031702654,911526331.3,911526331.3,0.61,2480423195,-1604546496,-20196946.11,911526331.3,210908949.8,-19677664.06,-886152594.6,0.61,10.3855,4.4129,1083149440,8.0581,1.5115,1.2376,53.6163,11.5302,23.3957,2.0028,0.7906,61.6339,2.5344
C300274,2020/12/31,7417442786,6585489222,799333709.8,3873426789,301371302,23253041619,3240954478,128954193.1,4749892376,28002933995,6705666304,15027391680,2110845199,17138236880,1457236850,3218415695,5276889357,10864697115,28002933995,19285641347,19285641347,17336765750,806352266.5,2168341287,2181541885,1975515329,1975515329,1.34,3088658225,-113823320.7,-193314957.4,1975515329,222087280.8,-80982476.16,-1282389593,1.34,18.691,7.7742,2210638540,11.2433,1.5474,1.2896,59.2619,116.7261,23.1795,2.987,0.9273,61.2016,2.6654
C300274,2021/12/31,7790144016,8748141498,946579893.5,10767519366,895355467.2,36307432822,4245993353,174385023.7,6532698094,42840130915,9824886817,23507362032,2629090834,26136452867,1485215984,6959695649,6532893917,16703678049,42840130915,24136598727,24136598727,22365999105,1161389789,1897577353,1892672136,1703994571,1703994571,1.08,-1638632123,-3713209336,5178655622,1703994571,284831929.4,-278949210.8,-7134751331,1.08,10.1099,4.8106,1953783613,7.8618,1.5445,1.0865,52.6957,-13.7443,51.7583,3.1482,0.8105,61.0093,2.7218
C300279,2019/12/31,274661700.1,386278036.3,75017800.49,368727188.1,2424630.42,1302634452,254632340.6,24967495.6,1105889628,2408524080,439972942.9,1464878819,39577436.78,1504456256,448941998,997119814.2,-517642353.9,904067824.6,2408524080,1458685427,1458685427,1422415830,56587576.58,10587369.37,12066181.65,1883412.08,12320147.75,0.01,21379244.69,33004956.43,-66682464.68,1883412.08,46217994.48,-11183140.47,-1693436.58,0.0127,0.6221,0.0774,61890590.03,0.7258,0.8892,0.6375,23.7815,100.2254,-1.9656,4.3465,1.176,62.4638,2.6349
C300279,2020/12/31,363225280.9,401698067.8,52173047.26,458414619.2,18332665.6,1598835737,242936293.4,25012117.19,1053820708,2652656444,556791972.7,1740980199,6350507.99,1747330707,448941998,995266976.4,-512380925.7,905325737.2,2652656444,1681977261,1681977261,1641999849,75739055.81,4887361.26,7054778.13,4150309.71,4150309.71,0.01,-146047879.4,17594884.07,65624387.51,4150309.71,24328897.87,1399678.46,-99952437.8,0.0114,0.5561,0.164,43031024.08,0.2906,0.9184,0.655,35.3629,120.3612,10.1253,4.3117,1.1593,65.871,2.7993
C300279,2021/12/31,341785537,502014674.6,71886836.22,590800093.7,12519146.1,1900619403,246187744.2,23637234.15,991652353.6,2892271757,620394112.3,1746327882,251420939.5,1997748822,448941998,995266976.4,-451105951.6,894522934.8,2892271757,2060367488,2060367488,2003845327,76200221.79,70373946.7,72009262.12,61360105.13,61360105.13,0.14,-4590329.32,-30298138.86,141558596.4,61360105.13,24733158.32,1091449.5,-150932743,0.1396,6.8665,2.2132,109180201.7,3.4156,1.0884,0.75,36.5344,1378.4464,9.033,4.5598,1.1775,69.072,3.088
C300288,2019/12/31,375094859.7,63708478.43,35375464.61,7621731.65,1710644.08,505073453.2,153928244.7,56711512.35,1351104160,1856177613,99149010.15,246274564.3,194211557.1,440486121.4,337941402,386098879.2,572961222.2,1415691492,1856177613,435706090.8,435706090.8,393239079.3,33357892.62,72836336.74,72795558.52,60006630.8,60006630.8,0.2,101051748.8,-72935215.34,55869335.95,60006630.8,12987668.58,-5730102.46,2120247.27,0.2,4.8212,3.3537,78868190.48,16.7169,2.0509,2.0199,152.5612,-40.3887,7.769,5.747,0.9399,23.7308,1.3327
C300288,2020/12/31,419937639.4,52228474.19,24349247.22,8360796.96,1755569.84,520308320.2,144413875.6,51680344.35,1357043722,1877352043,122016410,317698713.3,109044145.2,426742858.5,337941402,392113490.9,611056951.7,1450609184,1877352043,375241081.9,375241081.9,350425832.7,28447509.24,47819670.46,46849438.26,36375967.91,36375967.91,0.14,69575610.53,27105928.54,-54741196.83,36375967.91,13301328.91,-3163969.76,-768959.95,0.14,3.2414,1.9486,53202833.58,12.7437,1.6377,1.6114,132.4664,-39.3801,1.1408,6.725,0.7319,22.7311,1.3436
C300288,2021/12/31,382183019.3,42217258.7,25578558.13,6857685.87,1673910.73,480174184,185067457.6,50211504.77,1418234725,1898408909,147928735.8,274350326.2,120202485.8,394552812,337941402,392255458.8,650321692.7,1503856097,1898408909,405972195.9,405972195.9,363844319.9,30895831.14,69254869.68,68148457.24,56543270.94,56543270.94,0.19,72929751.76,-15633059.18,-91832621.76,56543270.94,12455467.97,-4040893.04,1349121.24,0.19,4.3311,2.9951,74219027.29,17.059,1.7502,1.7252,139.701,55.4413,0.0981,8.5969,0.8117,20.7833,1.3169
C300291,2019/12/31,332115563.9,524721233.7,6549079.7,287414725.2,24972006.24,2935436700,1469094.93,,348122698.2,3283559398,29879985.92,178863587.2,8736538.16,187600125.3,817461176,4543239585,-2300500100,3095959273,3283559398,611431097.9,611431097.9,567439442.1,,128661406,140036887.1,114002873.1,114002873.1,0.14,110408056.9,-433449220.2,-20574880.46,114002873.1,7191657.04,23912480.18,44175555.18,0.1401,3.6968,3.4363,134496271,21.0427,16.4116,14.8047,959.6225,103.3343,-1.8603,1.1367,0.2057,5.7133,1.0992
C300291,2020/12/31,1604839038,424042910.2,9289331.63,352966790,22101702.98,3114240220,1703205.19,,742678804.3,3856919024,5179660.26,240888609,5000000,245888609,918996518,4847600327,-2188200329,3611030415,3856919024,283864146.1,283864146.1,282322860.2,,122684536.8,125214487.6,114629285.8,114629285.8,0.14,74864598.17,820637344.9,375164610.6,114629285.8,8347697.56,8861532.18,-77137303.96,0.138,3.1158,3.2107,110915792.4,43.2195,12.9281,11.4629,766.9423,0.5495,17.4615,0.5984,0.0938,6.3753,1.0686
C300291,2021/12/31,840896098.6,765703233.4,18415116.52,596181165.2,10463009.53,3641097253,2534597.54,,715936935.9,4357034189,2203556.51,384685174,89807816.3,474492990.3,918821518,4874365358,-2124014538,3882541199,4357034189,802662441.1,802662441.1,770703113.6,,53901872.18,53845442.57,57934587.86,57934587.86,0.07,243606035.5,-987957485.3,-45581361.33,57934587.86,9053574.2,-3874706.91,-42226488.18,0.0723,1.7912,1.4106,33367616.8,6.7154,9.4651,7.9153,525.8119,-49.4592,8.9332,1.3493,0.2377,10.8903,1.144
C300324,2019/12/31,2086495288,953661050.2,98629982.36,846448232.5,48373638.72,4322503500,425877334.9,95720545.18,3632802219,7955305719,929184195.4,2419703580,186094123.6,2605797703,1747134595,2441940176,1096830805,5349508015,7955305719,3329393828,3329393828,3039919713,194261257.3,316393304.7,321586907.8,263121174.7,263121174.7,0.15,659860571,-313689308.2,-640946254,263121174.7,34112355.63,-499439.68,-458988.85,0.1512,4.9264,3.2694,312051853.3,9.503,1.7864,1.4366,93.6489,270.5312,-2.2806,3.213,0.6855,32.7555,1.5877
C300324,2020/12/31,1737191626,969402781.8,103276978.3,253549808.3,48823414.06,4044187965,449515838.5,83398908.86,2623471608,6667659573,984342212.8,2276705742,254131162,2530836904,1752700295,2525341043,-227397105.2,4136822669,6667659573,2797614021,2797614021,2973665361,259741586.7,-1233642057,-1234590999,-1246656922,-1246656922,-0.73,165751535.2,-370948330.7,-213269389.6,-1246656922,93865056.67,-9569900.61,-15646678.21,-0.728,-30.8229,-17.0507,-1217669481,-44.0962,1.7763,1.665,86.808,-573.7957,-16.186,2.9095,0.6688,37.9569,1.574
C300324,2021/12/31,1695479429,935340051.7,143302846.7,271625351.7,42546035.59,3969914214,441863097.1,83395919.24,2749788261,6719702474,1083699497,2242763740,264523553.6,2507287294,1727590595,2524504217,-340388302.1,4212415181,6719702474,3171629435,3171629435,3397123263,335236193.2,-81432349.94,-94076513.87,-109808989,-109808989,-0.07,143643693.1,109787873.8,-226680764.5,-109808989,103660842.6,-6677267.36,-18075543.38,-0.0654,-2.8524,-1.6405,-85573494.56,-2.5675,1.7701,1.649,86.8141,91.1917,0.2931,3.3302,0.7918,37.3125,1.6771
C300336,2019/12/31,78742987.05,210938485.7,164265097.8,279636140,19998657.78,879385629.7,51277331.44,1594158.1,2377093415,3256479045,98187497.86,636088510.5,581965409.3,1218053920,806230192,1221047676,-104561811.4,2038425125,3256479045,556053770.5,556053770.5,1076274549,,-1027312819,-1049919106,-951605271,-951605271,-1.18,64102532.91,-13294658.65,-323137818.4,-951605271,23482205.25,-97890541.1,201506588.2,-1.18,-46.8303,-23.6476,-977236113.7,-184.7506,1.3825,0.9429,13.6008,-3363.7815,-32.4018,1.6009,0.3254,37.404,1.6102
C300336,2020/12/31,14542455.52,129892404.5,115711700.6,186572232.9,23617271.11,529060106.3,24112708.48,109916.08,896584193.5,1425644300,113636199.3,895083528.5,226148680.8,1121232209,806230192,1221047676,-1788780611,304412090.5,1425644300,338856416.3,338856416.3,624540637.2,,-1660952086,-1664039133,-1701255091,-1701255091,-2.07,92231735.89,43899194.31,-189542570.5,-1701255091,13353408.01,35934970.68,88706143.08,-2.07,-502.1276,-72.6702,-1602885441,-490.164,0.5911,0.3826,1.9915,-78.7774,-56.1517,1.9884,0.4805,78.6474,1.9961
C300336,2021/12/31,21029381.58,49952864.68,32723898.61,71836586.69,24669402.72,229713598.8,11998541.23,133494.59,484297090.4,714010689.2,83409621.97,829422472.2,307547075.6,1136969548,806230192,1221047676,-2438418501,-422958858.5,714010689.2,142441521.7,142441521.7,374181554.4,,-521389137.3,-527178925,-649690724.6,-649690724.6,-0.81,184762634.8,-13687137.73,-166082866.6,-649690724.6,7077007.37,124196903.5,47973142.22,-0.81,,-60.7285,-469667703.8,-366.0373,0.277,0.1903,2.9461,61.8111,-54.6737,1.584,0.3759,159.237,
C300338,2019/12/31,334888505.2,82513201.58,244053444.7,12657695.31,30375870.14,807138444.1,190187073.8,110778307.1,1379277746,2186416190,154566740.7,722060318.4,2250000,724310318.4,343289092,1301111921,-211593010.6,1462105872,2186416190,1489345076,1489345076,1478147698,67014262.72,-573112026,-617036038.1,-622611564.6,-634133071.7,-1.84,165559031.5,-45527929.55,-96765713.63,-622611564.6,34024404.03,-1883377.01,1510357.21,-1.84,-44.3993,-23.9716,-568750199.6,-38.4808,1.1178,1.1003,52.1747,-691.7745,-27.3171,8.4434,1.6562,33.1277,1.4294
C300338,2020/12/31,129055936.2,85615476.54,105534327.8,10484653.45,34008645.45,433238062.8,161384627.2,97500327.93,1000437722,1433675785,203115437.1,917972660.4,11250000,929222660.4,341184492,1125270686,-977311850.9,504453124.5,1433675785,850157066.4,850157066.4,1297084929,62277356.97,-804179059.8,-826909189.6,-786124078.1,-786124078.1,-2.25,-76168640.16,28699085.66,-157425356.8,-786124078.1,31646630.16,-43446715,2049757.59,-2.25,-151.9131,-43.4312,-805755532.8,-94.5918,0.472,0.4605,17.665,-26.2624,-34.428,10.2308,1.3708,64.814,1.8716
C300338,2021/12/31,89720001.25,34476591.9,28693484.53,5609858.05,14408613.45,227596336.3,82849949.36,50620576.28,1041160559,1268756895,196469554,1037901124,198267214.1,1236168338,339619692,1115265313,-1437703349,32588557.1,1268756895,930830593.6,930830593.6,1392498321,70335495.1,-480313185.9,-501639365.1,-461674922.1,-461674922.1,-1.36,-7366539.46,116900736.7,-199073162.3,-461674922.1,28414110.28,-41271581.54,4744492.98,-1.36,-1424.7066,-34.1674,-475443317.9,-51.6005,0.2193,0.2139,9.8856,41.272,-26.5512,15.5019,2.8905,97.4315,5.5858
C300339,2019/12/31,760601549.3,1172540006,22312614.6,,17386124.67,2470720514,613875908.2,132423144.4,2156403748,4627124262,90530731.7,1343827979,465241886.3,1809069865,796410841,2879893913,-771624550.7,2818054397,4627124262,2121173721,2121173721,2144005082,227000503.2,-1811566595,-1799959176,-1801658173,-1801658173,-2.3,109855753.1,-500831697.4,-99732462.92,-1801658173,24724535.73,-4536919.59,,-2.3,-63.6091,-32.8094,-1720619299,-85.404,1.8386,1.8386,92.7961,-685.1238,-27.1944,1.7811,0.8055,39.0971,1.4749
C300339,2020/12/31,764531445.4,952447708.6,32160320.37,263144105.3,4111808.71,2102033120,677994305.4,137083531.6,2221845959,4323879079,65631627.11,931991925.6,522529302.1,1454521228,796410841,2869064652,-702452254.2,2869357851,4323879079,2480392684,2480392684,2384436299,251584235.7,158834227.4,172637598.5,168050625.1,168050625.1,0.21,173171347.6,381738792.7,-554064348.3,168050625.1,31424904.93,-1434389.74,-43517985.4,0.21,5.8102,3.7549,236893479.5,6.4036,2.2554,1.9731,86.1673,109.3276,-7.0283,2.6003,1.0809,33.6393,1.6031
C300339,2021/12/31,587871723.8,1095885497,28139924.09,296486246.2,8040059.44,2114020349,657700466.6,159109137.8,2299674559,4413694909,69341747.3,847106125,510243743.8,1357349869,796410841,2877272583,-526230991.4,3056345040,4413694909,2758867790,2758867790,2658138717,282128013.3,179579747.7,189222733.8,180613095.4,180613095.4,0.23,146280500.1,-90596722.92,-227332504.3,180613095.4,76790682.92,4485150.57,-74266209.65,0.23,5.7626,4.1342,235609641.4,6.5092,2.4956,2.1456,76.3962,7.4754,1.2604,2.6938,1.3093,30.7531,1.4785
C300348,2019/12/31,629291507.6,911922444.9,23132211.87,2038952.71,7365122.76,1575709009,254212260.6,83426398.05,619084188,2194793197,28569008.45,513807904.6,182652227.1,696460131.6,481810269,670365811.2,436854590.2,1498333065,2194793197,1311125162,1311125162,1136088963,154924643.9,142194428.7,142300691.9,139500923,139500923,0.3,108827939.2,-77885238.06,-54858326.81,139500923,18320510.55,-7362295.75,-1848069.48,0.3028,9.2734,6.9441,155272440.3,10.8452,3.0667,3.0628,122.476,139.9405,19.9768,1.6246,0.9211,31.7324,1.4772
C300348,2020/12/31,487461032.9,475413133.2,24100381.14,343403452.6,7811090.19,1416907132,238088594.6,140614281.1,625898364.6,2042805497,18697022.15,542004707.4,117305032.9,659309740.3,721479478,426221855.4,249841214.2,1383495757,2042805497,1550839809,1550839809,1252127477,159972541.7,286592770.2,286578620,237918206.6,237918206.6,0.34,141328744,-74537286.1,-114548285.3,237918206.6,18113601.01,44937600.21,-18259490.83,0.337,17.2574,11.2289,291442559,18.4798,2.6142,1.9806,89.9367,70.5496,-2.2378,3.6452,1.0957,32.2747,1.6883
C300348,2021/12/31,575590342.3,546441816.6,29544738.24,510705443.9,11702404.98,1749671531,222728818.8,118453314.2,614842560.2,2364514091,24685434.4,811046679.1,55319087.56,866365766.6,721000562,412051188.1,304837870.8,1498148324,2364514091,1572018848,1572018848,1438164722,134180842.7,138816288.5,138893135.5,127519730.8,127519730.8,0.18,33437162.93,-26480446.4,75041604.23,127519730.8,17102456,3048639.63,-173590038,0.176,8.4887,5.7867,146288517.8,8.8304,2.1573,1.5276,70.9688,-46.4019,15.2845,3.0768,0.9929,36.6403,1.5447
C300349,2019/12/31,316169499.1,916603646.2,32792114.33,229868080.4,13048065.78,2917416054,301976995.6,136050374.4,2013953232,4931369286,500502104.9,1052923139,164435041.2,1217358180,429119485,1784799869,1381750252,3714011107,4931369286,1972125086,1972125086,1616215435,161773446.9,488181294.7,481479952.7,422748332.5,422748332.5,0.98,448651185.2,-214244586.9,-240825545.8,422748332.5,36850345.91,3048981.25,28131551.17,0.98,11.4074,8.9043,479468803.3,24.7541,2.7708,2.5525,151.4043,-14.7565,8.0501,2.315,0.699,24.686,1.3244
C300349,2020/12/31,676966505.7,867600136.1,60820209.72,415314287.4,158734828.6,2890956557,361487871.3,130967882.3,2356517231,5247473787,674199488.9,1464138002,196256340.6,1660394342,429054325,1785026042,1213947749,3587079445,5247473787,1934184018,1934184018,1695506168,186091209.5,156657833.2,155899595.3,107100083.5,107100083.5,0.26,494971304.2,80288849.71,-208875595.6,107100083.5,45937401.65,862576.67,-181189640.4,0.26,3.1265,2.1044,153483483.7,8.0994,1.9745,1.6909,82.6374,-74.6658,6.4101,2.1681,0.666,31.6418,1.4048
C300349,2021/12/31,439908339.1,986192194.6,56821359.67,517093852.9,82179220.66,2659562020,386263536.1,134378318.4,2832007611,5491569631,747389629.2,1503741551,308147310.8,1811888862,429054325,1784971867,1289692341,3679680769,5491569631,2301160517,2301160517,2127237565,214911046.6,290220296.7,292325209.9,264800848.1,264800848.1,0.63,127372152,-205726285.8,-160034388.3,264800848.1,50528183.69,-16670511.13,-105674143.6,0.63,7.2613,4.9316,288028503.7,12.6119,1.7686,1.4248,59.871,147.2462,4.3925,2.4827,0.8296,32.994,1.4859
C300380,2019/12/31,289230290.1,85502821.79,6651602.36,141076853.3,3384371.86,535935777,23541582.56,719378.23,108409116.7,644344893.7,6157732.39,149472666.5,15696033.53,165168700.1,137440000,143354505.2,139789952.2,479176193.7,644344893.7,646796515.3,646796515.3,594285246.4,102449018.3,59729352.49,34669428.31,31925108.92,31925108.92,0.23,43409937.37,-15403100.04,-43504995.83,31925108.92,4578328.02,104109.06,1347014.9,0.2262,6.9389,4.8924,34271358.12,9.2346,3.5855,2.6417,200.1906,18.7161,-2.5068,7.3517,1.19,25.6336,1.4857
C300380,2020/12/31,212466694.9,68592443.21,8423931.64,265017239.2,2086544.38,751007466.8,27679890.59,448592.92,113918086.5,864925553.3,10838886.2,347128575.2,4628986.25,351757561.4,141009750,186500538.8,158477112.6,513167991.9,864925553.3,660948843.7,660948843.7,594534618.8,110687052.5,70353033.07,69749230.33,65922166.98,65831535.43,0.45,74615006.63,-170301509.6,21075725,65922166.98,5335291.16,-2081600.96,-77840883.33,0.4455,12.8012,8.7356,70014482.04,10.6442,2.1635,1.4,111.0127,106.49,25.0111,10.9559,0.9913,40.6691,1.7293
C300380,2021/12/31,125060806,72293737.6,10807992.02,372678688.5,4916299.18,694717803.9,30087288.36,1026777.82,131471165.6,826188969.4,6124475.6,315429575,12401670.76,327831245.8,141009750,191692707.7,139001678.1,498357723.7,826188969.4,755179963.3,755179963.3,735370091.3,129007518.3,10611251.98,9947582.27,10766995.26,10766995.26,0.08,-97173731.37,82663584.61,-51687661.38,10766995.26,8467423.74,-1269750.42,-118241365.1,0.0831,2.4487,1.2734,11322389.88,1.4051,2.2024,1.021,65.0648,-83.6671,-6.0725,10.7204,1.0447,39.6799,1.7824
C300456,2019/12/31,705338821.9,359852774.8,29194922.3,243241724.5,102282146.4,1651403294,429321975.8,84636076.16,2529324041,4180727335,105849134.9,546914072.2,259858659.5,806772731.7,641898580,1725989193,469015001.9,3373954603,4180727335,717966331.8,717966331.8,612392725.9,110484666.3,147392144.7,147451791.3,110604458.4,110604458.4,0.19,189065362.5,-621796974.2,574851670.5,110604458.4,36756497.84,-8422129.29,-59295588.62,0.18,4.1098,2.8274,140720296.2,19.7979,3.0195,2.5747,137.4779,11.9,27.0272,1.8384,0.4694,19.3477,1.7273
C300456,2020/12/31,964968188.9,282152386.4,152332794.7,234740464,150868406,1961641242,1625355552,72729984.5,2814178927,4775820169,69179021.43,606266370.5,590050419.7,1196316790,639121537,1705737957,637386976.5,3579503379,4775820169,765006087.9,765006087.9,752022933.7,195368176.3,241564145,240028341.6,187404029.9,208799299.4,0.31,255397596.3,472539.82,28233883.03,187404029.9,68501701.42,-9174935.98,-53015557.45,0.31,6.5231,4.1898,247667678.8,31.5768,3.2356,2.8484,160.6447,77.8793,14.5318,2.3832,0.4235,25.0495,1.5184
C300456,2021/12/31,2835238812,180727656.2,110742473.8,139907949.7,72433152.48,3947605287,1010045711,70550262.83,3292037017,7239642304,49647822.44,1088437352,469550352,1557987704,729979072,3956075630,448807001.9,5681654600,7239642304,928547013.9,928547013.9,914300667.7,266425880.3,197459106.5,197063649.6,186506484.6,186506484.6,0.31,103579004.1,-570253982.8,2370679762,186506484.6,91087891.82,-57978962.4,-112783868.7,0.31,4.0474,3.1044,196102830.8,21.2654,3.6269,3.4983,260.5026,-0.4789,47.1913,4.012,0.3143,21.5202,1.4892
C300459,2019/12/31,990313289.9,355291613.2,1557077996,7275796.55,28528507.25,2960049094,368151113.1,328594244.8,4966605211,7926654306,81730688.62,1923829954,2309999169,4233829123,3543544059,2131437797,-1424471595,3692825182,7926654306,1830611722,1830611722,1496826041,218699031.6,-2724475636,-2737038203,-2763759931,-2851032497,-0.79,1041419182,-422469002.5,-1092856119,-2763759931,41431404.28,5289233.56,7220649.51,-0.8,-78.2244,-27.1031,-2622412443,-151.169,1.5509,1.5472,51.3259,-410.7557,-38.7035,2.5064,0.5374,54.0996,2.0006
C300459,2020/12/31,712331309,216708115.9,21178056.8,4610953.62,23988883.31,989205899.7,279642588.4,389113449.8,5647520667,6636726567,62943577.37,2224243047,1664301627,3888544674,3515810939,551977590.8,-817409789,2748181893,6636726567,1807222572,1807222572,1131956036,138465719.2,787080687.9,772274418.6,751584716.8,751584716.8,0.21,1075838684,-206395106.4,-1094081974,751584716.8,,1206878.23,5172395.34,0.21,27.4108,10.3614,918802534.9,43.552,0.4447,0.4427,32.0258,126.9079,-15.6781,6.319,0.9013,58.5913,2.2828
C300459,2021/12/31,884922185.4,207910190.5,17495187.47,5362566.77,10933247.02,1143161514,298424491.4,295285699.1,5750666823,6893828337,90698153.27,2333799840,994209150.6,3328008991,3515810939,494388924.8,-110261059.1,3565819346,6893828337,1941450204,1941450204,1166722393,119418314.9,757434469.2,750383611.5,708026546.1,708026546.1,0.2,1134682072,-618735100,-461927567.7,708026546.1,30069844.47,-46945.69,-560714.63,0.2,19.8664,10.4656,868853106.5,39.0138,0.4898,0.4875,37.9177,-5.7955,3.1289,9.1444,1.8211,48.2752,2.1514
C300469,2019/12/31,214207424.8,343333080.1,116481115.3,175099504.3,,902869709.8,11550824.02,34441660.94,408608486.9,1311478197,179812013.2,780838152,167790345.6,948628497.5,205135376,46810718.94,52672175.13,362849699.2,1311478197,640198270.9,640198270.9,787808510.3,125120286.6,-172843253.6,-173620760.8,-149284989.4,-140942385.6,-0.73,-25630675.04,5512305.39,18016501.11,-149284989.4,7143275.72,-25839346.63,-25621201.2,-0.73,-49.2395,-11.1136,-154647687.7,-26.9984,1.1563,0.932,27.433,-390.7107,-4.6368,1.834,0.6768,72.3328,3.542
C300469,2020/12/31,108601727.5,334874982.1,31335157.7,90819942.34,167.36,638093587.2,8444004.81,32277510.87,395287302.9,1033380890,136702539.5,650209121.6,88795835.02,739004956.6,205135376,48711445.18,-19805785.83,294375933.4,1033380890,571998524.6,571998524.6,639590351.8,58022569.69,-65410261.09,-66651420.35,-61934782.04,,-0.31,24459598.36,-4409196.43,-133789599.7,-61934782.04,3455436.71,-5617829.38,76963379.35,-0.31,-27.1465,-5.2826,-51593115.62,-11.4354,0.9814,0.8417,16.7026,58.5124,-21.7707,1.6785,0.7349,71.5133,4.4219
C300469,2021/12/31,103331692.3,265598380.1,20325493.04,68884706.8,26235.79,482691125.6,285608954.2,30101480.11,495200140.3,977891265.9,180772140.5,617304541.5,142825631.5,760130173,205135376,46810718.94,-100325570.5,217761092.9,977891265.9,421887031.7,421887031.7,495367814.3,44434765.67,-60034127.79,-61258983.32,-74714114.35,-74714114.35,-0.39,38760520.99,-21226870.51,-15300482.45,-74714114.35,4482872.15,9621976.22,15306967.26,-0.39,-52.6903,-7.4295,-46604361.48,-14.2299,0.7819,0.6703,16.7392,-20.6335,-6.1201,1.4052,0.7531,77.7316,5.2042
C300479,2019/12/31,128872167.7,267797593.4,4808291.1,137153722.1,3798708.87,573847161.5,74445665.5,47745099.57,360507847.7,934355009.2,41517217.62,233434596.6,25620895.99,259055492.6,169287237,263243354,164617016.9,675299516.6,934355009.2,470389564.7,470389564.7,454753647.4,53811455.05,36511487.08,36398361.01,34636725.44,34636725.44,0.12,14096586.9,-32492821.77,26219088.34,34636725.44,6606207.38,-2740692.11,-3038264.22,0.1179,3.1946,3.9006,42710808.3,7.762,2.4583,1.8707,55.207,51.1001,11.0171,1.9646,0.8741,27.7256,1.5176
